epoch,acc,loss,val_acc,val_loss
0,0.65219945,1.0180156398531781,0.74568963,0.8859572357487404
1,0.74107844,0.7513762362379526,0.7679885,0.7214353207884163
2,0.7840078,0.6727673768362401,0.8140805,0.5701019604658258
3,0.80228746,0.6234162131502758,0.81948274,0.5443450892451166
4,0.81479836,0.5834834153465952,0.80551726,0.5706402145583054
5,0.8172748,0.5707490201606208,0.78729886,0.712296072607753
6,0.821927,0.5496823140006277,0.8055747,0.6809142225090115
7,0.82625,0.5370075858361644,0.77086204,0.7764348558995916
8,0.8284974,0.5294466493242661,0.8066667,0.624413036238188
9,0.83276314,0.5128826202263217,0.83488506,0.5464399145252403
10,0.83267725,0.5119419872302597,0.798046,0.5577506178069389
11,0.8341087,0.5007227367161936,0.84327585,0.4797257911199811
12,0.83858913,0.4888948646286286,0.8364368,0.5264671763469433
13,0.8397916,0.48613190810405554,0.7517816,0.8883231295936409
14,0.8408365,0.48129909383310227,0.8415517,0.47169113005029745
15,0.8435277,0.47322706490165084,0.8158046,0.6814909990148983
16,0.8466626,0.46571513580452417,0.8287931,0.5469711008428157
17,0.846591,0.46238641815151826,0.8012069,0.7348700796050587
18,0.84491616,0.468000562133264,0.8386782,0.4741395788117387
19,0.84918195,0.45590575066369626,0.83977014,0.4593676671214487
20,0.8504416,0.45039342596934345,0.82270116,0.6135216720145324
21,0.8517156,0.44266607282295123,0.8499425,0.45378465693572473
22,0.8525172,0.4440930483293744,0.8405172,0.44437365850497934
23,0.85371965,0.4395288864632736,0.83247125,0.5076178999125273
24,0.85589546,0.4325582722389677,0.8235632,0.4872732840735337
25,0.85519403,0.4331666867776413,0.83385056,0.4829776571399864
26,0.8575273,0.42744503197416034,0.8244253,0.5106145133232248
27,0.85804266,0.4273499094905287,0.82816094,0.4895166290559988
28,0.8580856,0.4234315169210122,0.8351724,0.4999401456323163
29,0.8601755,0.4185488726896538,0.79356325,0.5803387791946016
30,0.8604618,0.4179629691762207,0.83528733,0.4872381279523345
31,0.86177874,0.41324942354093935,0.8641954,0.40191556967195424
32,0.8618646,0.41030542871082426,0.8392529,0.46124300223657455
33,0.86385435,0.40772235821922687,0.84045976,0.47015208023032923
34,0.8631672,0.40625504160170023,0.83862066,0.4594520046964459
35,0.86376846,0.407246715276288,0.8225287,0.5852287368870329
36,0.86656654,0.39760213796161276,0.8116092,0.6177526861429214
37,0.8640608,0.4017439096668346,0.8236207,0.5025594901593252
38,0.86700356,0.3921134332896293,0.8347126,0.47728072552160283
39,0.8653287,0.3995726444862207,0.8654598,0.39653574341330033
40,0.8690362,0.3919947113053136,0.825,0.6004161372266966
41,0.86869264,0.39038908987169585,0.85672414,0.4328777016750697
42,0.8690792,0.38767594079932816,0.85551727,0.4261032707732299
43,0.8686497,0.38780429862969373,0.8374138,0.5030335537318525
44,0.8680199,0.39043613609707384,0.835,0.5299838906389543
45,0.8703102,0.3841277210067984,0.86632186,0.39122884566413946
46,0.8721568,0.3806815832803404,0.83896554,0.5447509703279911
47,0.871917,0.38249107971467683,0.8252299,0.5231037934621176
48,0.8705205,0.38487641358910657,0.8317816,0.5753911975128897
49,0.87184185,0.3799335758141613,0.8391379,0.46952156885259455
50,0.87262917,0.3772790986897873,0.8471264,0.46536983010070077
51,0.87383157,0.37357585388747344,0.8671839,0.3987331334715602
52,0.87396044,0.37616703325529566,0.85833335,0.40299927160657684
53,0.87504834,0.37124133727389047,0.8354023,0.5011698358702934
54,0.87413216,0.3740270835340128,0.8558046,0.4142906428582367
55,0.8732017,0.37212373204197063,0.8479885,0.48220030184107265
56,0.8744185,0.3706873358319846,0.8441379,0.4828956803713722
57,0.8690362,0.3882433056526763,0.8278736,0.5240550210763668
58,0.8689789,0.3861471039557358,0.85810345,0.4168859675697897
59,0.8736169,0.37061676140620525,0.85287356,0.4360202817224908
60,0.8690076,0.3837798950110189,0.81390804,0.5668272176521948
61,0.87400335,0.36924605614465755,0.84545976,0.45136065601274883
62,0.8760801,0.3639657025855669,0.85327584,0.436819806352429
63,0.8780401,0.359781342175485,0.81551725,0.6254362470802219
64,0.8730329,0.3692902441913307,0.84068966,0.4928450820774868
65,0.877152,0.36081378392410135,0.8595977,0.4271855052003915
66,0.87852675,0.3581622381591816,0.8449425,0.5524307999802732
67,0.87738156,0.36162176920946876,0.8406322,0.4523810598699526
68,0.8766945,0.35996809136227786,0.87212646,0.3681051294351446
69,0.8766515,0.366316566443873,0.8308046,0.5074108212158598
70,0.87629366,0.36192839901377233,0.817069,0.6111986441858883
71,0.87821186,0.3601178408927984,0.86321837,0.3996834411532029
72,0.8787844,0.35584278856809204,0.8494253,0.4570205841941395
73,0.8789132,0.3591427136231838,0.8641954,0.39427410631344234
74,0.87835497,0.35725908463823985,0.8412069,0.5220066128705425
75,0.8790993,0.3561951335488143,0.8452874,0.4454457299976513
76,0.8802302,0.3514516177375921,0.83908045,0.5625701395944617
77,0.87965757,0.3520242518679812,0.8365517,0.4938331912646348
78,0.8810461,0.34906968717681963,0.8516667,0.43975142749219104
79,0.8803018,0.35437688006433127,0.86,0.440321144444504
80,0.8814183,0.3461797500254268,0.82896554,0.5342041148707785
81,0.8799725,0.3484524967131756,0.8516667,0.4550651007000057
82,0.88190496,0.34458335932993656,0.85810345,0.41216258379234666
83,0.88017166,0.34597045773685575,0.850977,0.4807690171332195
84,0.8801312,0.3465551866979374,0.8426437,0.45193532520327073
85,0.8823201,0.34279873138529726,0.83281606,0.4682661244410208
86,0.8833078,0.3456853106606196,0.85695404,0.4292252231603381
87,0.8830072,0.34267598472445066,0.8522414,0.42355300597418316
88,0.8832935,0.34586960525734806,0.85637933,0.4200926314311466
89,0.88077414,0.34578321883719015,0.8424138,0.5463437199935146
90,0.8826923,0.34192890127147235,0.85390806,0.44328086883172224
91,0.8817189,0.3426891938992012,0.84327585,0.5553086623549461
92,0.8859131,0.33860610285054643,0.8533908,0.4128283395849425
93,0.8843671,0.34092281021331455,0.8504023,0.485722618712776
94,0.8847965,0.33948720942146426,0.8595402,0.44957163279083956
95,0.88382316,0.3417603977764825,0.8112069,0.555312749640695
96,0.8834653,0.3417741852427336,0.8282184,0.6309229621942016
97,0.88503987,0.33824984946582165,0.870977,0.39098005210873726
98,0.8842955,0.3401634273130056,0.8512069,0.44860179268423167
99,0.88748765,0.33188878167524344,0.8666092,0.39962049684990414
100,0.8856983,0.3380642880790586,0.87149423,0.38565057927164537
101,0.8872389,0.33444263266988405,0.8512069,0.4696706248254612
102,0.8842276,0.33832951720685844,0.85614944,0.45160380344109974
103,0.88612777,0.3327754096723336,0.8524138,0.45347762261999064
104,0.8859846,0.3350805308700255,0.8517816,0.4357221618123438
105,0.8861421,0.3332694578263606,0.8775862,0.3701669683401612
106,0.8870153,0.3324526807035172,0.84810346,0.4130370429363744
107,0.88534045,0.3343336723403477,0.845,0.49562114365827076
108,0.8861564,0.3345677858850542,0.8500575,0.48620922221192
109,0.88848966,0.33059893706482435,0.8701149,0.3780844002619557
110,0.88619936,0.3338325589250646,0.8529885,0.4371314197778702
111,0.8846247,0.33599039998995633,0.85034484,0.4609851275367298
112,0.8872157,0.3338089745772397,0.8418391,0.5329899453911288
113,0.8856697,0.3334986404906748,0.87333333,0.3796474990145913
114,0.8876824,0.3327985699255238,0.8591954,0.45560667775143154
115,0.8875505,0.3277179127365753,0.87017244,0.3787908410203868
116,0.8878026,0.3306397303117008,0.8554023,0.404470621511854
117,0.8877167,0.33365078497752754,0.86425287,0.4144333992367503
118,0.8880459,0.3283022515723502,0.84465516,0.451084500756757
119,0.88846105,0.32591924578120796,0.8695977,0.4053464329790795
120,0.8869867,0.32645351746370044,0.8237931,0.5523767868677775
121,0.88848966,0.3271893748597628,0.8656322,0.38973612038568517
122,0.88777393,0.3265453494949685,0.85660917,0.4277631143728892
123,0.88959944,0.3209145885168739,0.8764942,0.385466401176206
124,0.8924548,0.3171106418895876,0.85287356,0.40554341545392725
125,0.88846713,0.32593790680044565,0.87,0.389117528780781
126,0.887731,0.32940526459759684,0.8554023,0.43119173008820105
127,0.8893199,0.3258763107277369,0.8731609,0.37691739689687204
128,0.88747334,0.3288100262360667,0.8567816,0.4294633008967871
129,0.8888412,0.32345596520771114,0.86775863,0.4120876492782571
130,0.88840985,0.327041440869898,0.85114944,0.42260525906565544
131,0.8900786,0.3232742378416966,0.86206895,0.459486723545639
132,0.88828325,0.3213395081108732,0.8573563,0.4067933128654272
133,0.8885388,0.32946427357181785,0.8637356,0.4369099374817706
134,0.88934857,0.32756905946522497,0.87563217,0.3722555905409243
